Z1,Z2,Z3,Z4,Z5,Z6
0,2.2842836231146544,2.4041417215625787,1.6791544239038545,0.6708376384051717,3.4207116645092697,4.913062444325007
1,1.4521861663443973,1.7325566175731473,2.2088986278617813,0.9057407585906552,5.62864941403789,7.387880895077864
2,0.3439521102557617,2.1061903087498015,2.7742466363279,0.5730530089292132,3.1603439201452366,4.741773569472896
3,1.6931840302083672,1.8499023946672273,2.282257846363282,0.707143933826478,3.7176132201404686,5.657376688114796
4,2.0071504626533634,0.9598249148361588,1.7968637205929314,1.0652711048137875,3.5744129665504434,5.090228495802089
5,2.3795198341813792,2.292915632642823,1.9150876920774897,0.7745768125039245,2.922919519427462,4.315114594931099
6,3.178683736448416,2.079583413534087,2.2263111772407753,1.1116486735726911,1.1045182274964347,2.5564903471031855
7,3.047281483679566,2.209610638044347,1.2511093451424007,0.6968930894680022,2.660426791877841,4.221262218080675
8,2.723574797785089,3.1722178591032764,2.2318575856481138,1.1275866245344628,3.45607732190609,5.5481408258006315
9,2.7594650645679475,2.9443641733912504,1.8418943386799964,0.6206764753354372,3.7856669275422785,5.489615231340764
10,1.415767971162566,2.0275554700679126,2.432742629420229,0.7147717106872844,4.0944077821788705,6.6164303706038945
11,3.545206757898431,2.6377341052533665,2.679491458293923,1.0039983817598568,4.515210414655261,6.3576045281124065
12,2.500624713594935,1.235771165941889,2.3536796791217,0.627112288140124,3.6492020833594543,5.495917900943341
13,1.86777066482649,2.703601005017255,1.9990082689172888,1.1079512694720632,3.671287605198288,5.89209835499689
14,2.2817252187150983,1.9733541967680106,2.910605941283018,0.749164554384073,1.9926268612047637,3.2720360112868168
15,2.0167168671667963,1.6695678739533915,1.7969139566868724,0.9824756311605948,4.793636855947888,7.419398308052418
16,3.1613068035019007,2.27170647902045,2.5489977840970224,0.6661425781493144,3.8002797179135497,5.611954060651868
17,3.8784407802843934,2.0995679318689,1.7174108420005818,1.298119510201106,3.0225794558852552,4.90439372752527
18,4.8775704747048145,2.5907285172308057,2.0906896713986303,1.1472802612759143,3.229970278173348,4.861252327410275
19,0.6598206573746301,3.3059224658952306,1.665845833010482,1.1518407954479652,3.1119100036546508,5.440410294914413
20,0.4466250195731298,3.2823247948241407,1.9762074534773055,0.6791792712958963,3.819658966908147,6.360216674728705
21,1.0300845206069136,0.9465287868121135,2.095323234622554,0.36900559662249627,5.3327053020053645,8.129960569414859
22,2.3356522363968883,0.9655606755379185,2.548683527065722,0.7843036473832053,6.749886255217746,9.306010010484302
23,2.670546583994331,0.9441504639945748,2.456319394200183,0.4478385658204732,1.047867121288023,1.740061347147264
24,1.8055010333395498,2.2816882706177974,1.2291531114136558,0.24404880435724163,1.2050129796063875,2.3417112956859896
25,-0.6573271671419576,1.758976204255779,1.1721397784877694,0.5228504929140919,1.1771992462183896,2.097527035706401
26,1.4853000184470007,1.8767239884820939,1.3038393299762245,0.7432442051632783,3.5324385606405198,4.6549778488259825
27,2.5117623074258097,0.17845475454958942,2.0939732180186152,0.06192261733795951,3.976767001541873,5.565021422082504
28,2.0040383213805497,1.338642332694638,1.7239328786313532,0.19048652941264183,2.5558086114561744,4.1167892295791155
29,3.113148129595913,2.115134698338431,2.2039282070280315,0.7638755799937698,-0.4647578757870825,-0.6174191126143184
30,1.699564606458121,1.7721449487080643,1.4552261333598084,0.729365520086497,2.2259431468004305,2.9839063150226837
31,1.7725542720832335,2.76568885939213,1.9505618539476486,0.6398629773929884,3.7261880529572533,5.560149335548499
32,2.9115520694217674,2.3715884664885425,2.0567641867782953,1.5328076169701665,3.686941143693545,5.300061456284859
33,2.1934628767891797,2.0204199877692948,1.663037231174439,0.2881158648700258,4.671067159305923,6.560497726405727
34,1.9732343158112209,2.6086681331864403,2.493044847108613,0.48656531890214205,2.695037442663854,5.205894576136905
35,2.1682959415618934,1.652416702575262,2.2361604622363265,0.8086730012155496,2.332685528926878,3.313224355243542
36,1.2335274909957181,2.027982137481679,2.46387908537545,0.5948949676040667,4.286158203191034,5.91340807611633
37,2.498096442460175,1.5983425589630156,2.766518097586768,1.0176680951728931,2.822363995856165,4.600917254251815
38,2.345938360414665,1.339192454664182,1.801816897089334,1.0504951356627066,2.942266105731205,4.376516825770216
39,3.1725398820438686,1.9558561208499365,1.7926805487748771,0.8540622403565507,2.917558538080181,4.94854723659296
40,3.292932742493226,2.332446602698387,1.9761287534727099,1.011567361196606,2.2321991141527695,3.977052655579654
41,1.656694448753205,2.8798840459807034,1.5318830858568786,0.12870372592936696,3.781726681625215,5.723638236931964
42,1.7690849679230785,2.226528872218932,1.8353509864086424,0.8541536188127832,2.8538989029920057,4.9394365306328964
43,0.9696549521464191,1.368407195420038,2.301982420651706,0.41330668289833006,4.17439593384763,5.445664549974693
44,2.6612961514767197,1.777755527510199,2.962906411892026,0.7699085192025251,4.655561978080577,6.875780461469186
45,2.1585084727406905,0.7460380425283439,2.3426435471643545,0.7616910174605157,2.1381476369673567,3.234624047653891
46,1.4835020854214966,2.420072891934787,1.8036052817160932,0.7249845362940696,2.7685217958049315,4.350087183581166
47,2.2546026882907695,2.3953256270617014,1.8129413355659758,1.3177360502326074,2.096438386326242,3.3879313914031335
48,0.9900291304346418,1.9146709199874787,1.371080198866133,0.5505213889642171,4.202839649538331,6.04052397292277
49,2.6175431428041973,1.820893435361455,2.2061032784889085,0.5260598859682917,2.9408071444837796,5.343455172733781
50,1.3619106678057686,0.8208712985305229,1.9492898061684263,0.5336050899076078,1.9822285140031446,3.1896059801059398
51,3.2757929308366314,2.6425004828314433,1.9937782409655906,0.44298953012538267,3.6284736432319677,5.075159441594102
52,2.640313838353146,1.8357542209790925,2.0618913301197606,1.0237617618166066,2.1199531665583566,3.1334697245949914
53,2.7099186169230527,2.2640730011739527,1.4203557062209087,0.7879659186754389,3.2429468780935577,4.712823890731755
54,0.6235037289888915,2.4632854459483142,2.549360202899286,0.5755735996661341,2.317454093858323,4.0738250298611005
55,2.646033899708508,2.501498448169261,1.8503761572231587,1.2329224721388834,4.699296579868914,6.830781504006034
56,3.025025496125915,0.6661651653191389,2.525208277080396,0.7430467897528535,3.530104852968347,5.173681695974617
57,1.1745819095770944,2.7139212694087176,2.307884012211541,1.179662647653055,4.249095810766578,6.73872041686325
58,1.9799452905659842,1.8004623960002633,2.3156989817538776,0.966676706128653,0.4623242099482372,1.6093590022854163
59,2.5155369231301905,1.3805686163805666,1.3641495280778138,1.4266140256726447,3.865903654312236,6.266593828776532
60,0.24168501160581182,1.3597545555988317,1.9539235768067766,0.6175705684565711,3.7550747223600363,6.022179528664923
61,2.1823468645900683,2.603736888036278,1.4572560308786366,0.704058651501251,2.3110884288165128,4.505459629259302
62,3.4654661646763736,0.10093306976147756,1.7634208644133884,1.0462455253620169,2.406685174844889,3.871629237113698
63,0.6493192234058438,2.069893442157561,1.389613590081479,0.3275080996235702,3.6866717908572513,5.447183028329381
64,2.219717626564702,3.2960518144051276,2.4461396364443644,0.38058806161367253,1.172331763638931,2.5647284244034863
65,0.453562593245517,1.3070336430240252,1.1265596698064964,0.5583571697617127,3.58044376737752,4.753650294513507
66,1.9652024621455642,1.8863388238655743,2.728093880954396,0.5288726186187748,4.66436919111575,6.353017425769572
67,0.6035377666419908,0.9932520420059814,3.2150600878840696,1.2981897204822517,1.4874072559914242,2.4126154463856104
68,2.825217583196382,1.5640519257515573,2.0108442927609156,0.014117980314587553,2.96305723545554,4.401049178026654
69,2.4857768073962685,0.8842939191849748,1.9426354182964942,1.0590214210236564,1.0287707240924777,2.810254782331223
70,1.874333472735238,2.564610343330309,1.3093069745789436,1.1070596571551203,3.0434611127747973,3.7489294499189794
71,1.2281929125315485,2.6242056631772797,1.70755323465657,0.8349373034029677,1.6385841063023803,3.1735991009066478
72,3.7398501125247323,1.6358780524824195,1.315018729847223,1.0672068712112635,3.8553666005632308,6.228017326125865
73,4.038300951519735,1.80442987607442,1.809949457984025,0.36547914280662963,4.051915846547672,5.965609358390076
74,-0.22515403392344369,3.165772200848385,2.4063801624718595,0.4589584799641975,2.89079396300012,4.880819267471534
75,2.9833143082699607,3.950980866448265,1.942954041228285,0.11666589846456665,2.659411341048887,3.546127788943216
76,4.177647727676414,0.7541801960374269,2.0075909010993866,1.0659629459566256,5.5866006604397525,7.469246299778656
77,2.412819961499613,2.699810564372762,2.9190134582704745,0.9433996561946373,5.659366737983458,7.218604444096074
78,0.21909000096064846,4.064663434171949,2.969077270329903,0.26689260198996023,0.858867482394156,2.1125172529667324
79,2.9562522543796397,1.7706499437238679,1.2223943449883294,0.7594189929934858,3.81081885601159,6.034228434149373
80,2.065176071842467,-0.23949228016093094,2.364974374579007,1.358818450979861,4.829204378762133,6.624996835936328
81,0.8613235356573974,2.8426352543739286,3.05501911216301,0.6390402026036939,3.789283628182697,5.583044355949419
82,-0.10764909111949728,1.7160078085852766,1.3382935061557777,-0.2961872625152157,0.5442470594963601,2.3194516235574136
83,2.8202220609497934,1.2003236826005281,1.1688339933172776,1.1014962058430844,4.2927125256149,6.126201067902391
84,2.642418835546193,0.2986416757380031,2.5686720942757657,0.9159634500960392,2.9554661293247353,3.308043676325579
85,0.7227788661902929,2.4776904239511444,1.8852828827393306,-0.0894772663535196,1.580189400858036,3.2585228956419807
86,3.0717154350106908,2.2783451334427904,2.0612792549155237,0.9373942117239619,0.29409058466108395,1.4013677153893087
87,1.0127786019299236,1.0850005853981335,1.5211721197209618,1.234806165868793,4.10433295525217,4.979564093642699
88,2.787302428710143,2.2113555477409017,2.1769940821089446,0.6122363746789128,3.3641782876661597,5.460767644762281
89,2.3382853408579933,1.1138266618153856,2.0079795732704966,1.0600410331847545,1.308355223202305,3.104835533704899
90,1.9110152579384267,2.1814962038877037,1.7843619459656268,0.6866815519318712,4.0700287975539675,5.910424668156351
91,1.9006600589651388,2.6264381797584546,2.0291443822845943,0.8289532995380529,2.255611693570264,3.9351354957266804
92,2.824155223054553,1.380449864364038,1.5457989505161491,0.6213727903245343,3.526867219694818,5.360775009658207
93,2.555650156031556,1.9162715391325755,2.3061527894120557,0.3993330819171569,3.5086661739294702,5.363257667652334
94,2.6386937543782625,2.2375376933793913,2.3936053107432924,0.8172110409470053,2.649398109664238,4.094969437848356
95,2.043845077052883,2.1734560134657004,1.828736838217126,0.472048352499314,2.7603259779500346,3.9247233509842796
96,1.8148497234801666,1.7902874435546772,1.4743480793196266,0.5940537788057108,3.473395844308085,5.483363973560935
97,2.697536929877583,2.035450600560196,2.329768368320302,0.9149206332079406,3.7993217416626237,5.283859736897812
98,2.188716814963971,1.6775625788484063,2.1648573819042687,0.6187491141987812,3.705534965385118,5.371645002924648
99,2.675324398632424,2.722846366146178,1.6560766165128056,0.47739838082635044,3.389376861547974,5.248373430026408
100,1.751247214055936,2.495430773963318,2.2752214862055795,0.9660388030459153,3.2318911578387475,4.640524953805282
101,-0.9785121760431001,2.3423473292239927,1.587580809927556,0.5116308826888536,3.8415414125282745,5.382427314018367
102,3.1164480308344213,1.8671017313590905,2.0987258141239953,0.5947696999813676,3.377124700224899,5.350724089269683
103,4.200663876287594,-0.29785581703850667,2.232709468298351,0.6481943219430026,3.731258204482194,5.307160347364609
104,2.2077843722947503,2.7719247215978458,1.5855362907629686,0.31762628809214344,2.7794701175836707,4.135868767479958
105,1.781145010424445,2.871665436379568,1.5744790345189739,0.6783379473327931,-1.2919394970756226,-0.8241758562619546
106,1.7395881408437146,2.2013224173821055,0.8207242763764069,0.7269434097412326,4.551433395318807,6.039223066226034
107,1.7753121274976187,2.2094182976389485,2.6231082256363374,0.5008478430860229,6.213446635701329,8.53160142656798
108,2.1298394342001132,1.6857844689656847,2.0102770713747793,0.7011187230147232,3.2278032357435222,4.909207028223225
109,0.6361888800273345,1.6461074146066748,2.3531769898876918,0.1781810852900644,2.629820188388898,3.8792807458949827
110,1.4646814776325572,1.9693606524735094,1.9588398755246512,1.0171509659584346,2.6529582245880734,4.138212477651778
111,0.7765279284696386,1.0688305027942855,1.8051155183300227,0.6271113406504703,2.8426384461471748,3.686724047383922
112,1.9996096632582328,2.010111348556802,2.135986814202911,0.6083719569395698,3.6471336069641533,5.664016116382237
113,0.9147369936486932,1.62709686332597,1.9695519867449824,-0.024392785421613605,1.878763413431391,2.885318697254046
114,2.128388830241169,2.0708091303234184,1.4668346748032957,0.26057469323917065,2.501934213083352,3.7750376764292097
115,1.9641013960309717,1.4644859374631705,1.8476166190207226,0.9572699270738143,1.7948299524961335,2.03612374568349
116,3.197753558114271,1.798145194669087,1.5879392789743334,0.8513668465402728,2.8077850925730603,3.8333668412624045
117,2.1322797346172533,0.9451814837368427,2.197703822568758,0.4474554461995033,0.7137317485760292,2.2304771051953396
118,4.8247861815967,2.162205417749624,2.2221089563026046,1.107872711862764,2.584263964871096,4.393408613630847
119,-0.2807087145107454,1.7973296034654456,2.0495027605790526,0.4007655302848314,2.759860534272083,4.006615330632302
120,1.0281845594307406,4.355649465662938,1.5832631453536334,0.5639318499744237,4.975491086188088,7.479545721356538
121,3.100322247922334,0.331425836251034,2.1655456681318372,0.9419775257222285,3.193271604680122,4.440526424652201
122,4.7245100651180785,1.6040551234090006,1.8281478348443958,0.7119153228481848,6.915308658803357,9.308898634830232
123,1.8822363296097366,2.082112284279298,3.5947679343886962,0.7494582646043553,-0.4389991824047673,0.6402246746692573
124,2.345185419836854,3.7577132480276565,1.3822663355467726,1.109229152890065,1.7357869017334273,2.985545651094418
125,1.7635501067149155,2.1034197150422185,1.4695525581100677,0.6980512115465297,4.66125709421832,6.683192711746582
126,3.313412576507481,2.3826083285392325,1.6920558618832056,1.1968477280568908,6.646616116051033,9.686731079954942
